employee_id,skill_id,skill_level,skill_progress
59101,12,Advanced,81
79346,11,Beginner,50
10571,5,Advanced,48
10571,15,Intermediate,50
10571,3,Advanced,83
61400,3,Beginner,64
61400,7,Advanced,15
41707,19,Advanced,19
41707,20,Advanced,6
41707,16,Intermediate,26
41869,2,Advanced,33
41869,5,Intermediate,79
77989,9,Advanced,64
77989,5,Beginner,70
97435,9,Beginner,19
97435,14,Beginner,0
97435,3,Intermediate,98
50080,14,Beginner,86
63297,4,Advanced,95
63297,6,Beginner,91
43570,7,Intermediate,70
43570,1,Advanced,20
79419,11,Beginner,91
14886,4,Beginner,63
14886,7,Intermediate,79
14886,10,Beginner,65
93568,15,Beginner,85
93568,14,Advanced,90
54258,4,Intermediate,34
54258,14,Advanced,15
33951,6,Advanced,31
93100,8,Advanced,44
93100,5,Beginner,13
93100,12,Advanced,87
20406,4,Advanced,8
20406,18,Intermediate,94
20406,2,Intermediate,61
5464,7,Advanced,0
79120,10,Intermediate,1
79120,16,Advanced,93
79120,12,Beginner,31
74780,12,Intermediate,63
74780,15,Advanced,68
74780,6,Intermediate,95
14356,11,Beginner,23
61681,6,Intermediate,38
64521,10,Advanced,73
64521,12,Beginner,49
50204,20,Intermediate,17
50204,13,Intermediate,69
44292,14,Intermediate,88
44292,9,Beginner,48
58630,14,Intermediate,78
58630,5,Advanced,44
83774,5,Advanced,96
83774,10,Intermediate,1
42278,10,Advanced,82
42278,19,Beginner,30
78045,2,Beginner,26
78045,19,Advanced,100
78045,3,Intermediate,95
45462,17,Beginner,54
45103,10,Intermediate,30
45103,8,Intermediate,30
72954,15,Beginner,100
72954,9,Intermediate,72
72954,10,Beginner,88
89660,17,Beginner,92
89660,6,Intermediate,98
56829,12,Intermediate,16
77906,17,Advanced,21
47859,13,Advanced,87
47859,10,Intermediate,53
47859,12,Advanced,60
71738,8,Intermediate,13
92633,16,Beginner,6
92633,2,Advanced,58
92633,5,Advanced,73
97525,5,Intermediate,10
32754,18,Beginner,95
32754,2,Advanced,30
32754,19,Advanced,58
24516,2,Beginner,20
24516,8,Intermediate,31
92370,17,Intermediate,74
65358,19,Advanced,22
65358,1,Intermediate,74
65358,18,Advanced,84
37120,6,Intermediate,42
15750,11,Beginner,37
15750,17,Advanced,11
97448,18,Beginner,3
97448,4,Advanced,85
97448,15,Beginner,91
88402,4,Beginner,99
88402,5,Advanced,78
88402,8,Advanced,63
19312,11,Advanced,24
19312,3,Advanced,39
37873,11,Intermediate,68
37873,10,Intermediate,57
37873,14,Intermediate,27
18152,20,Intermediate,33
18152,6,Advanced,83
18152,1,Beginner,56
44313,10,Intermediate,68
44313,16,Beginner,96
44313,14,Intermediate,16
15065,7,Beginner,90
15065,17,Beginner,30
81792,6,Beginner,39
81792,7,Intermediate,79
81792,8,Advanced,33
52648,18,Advanced,85
52648,14,Intermediate,43
52648,19,Intermediate,2
32356,20,Advanced,57
38552,17,Intermediate,42
88285,17,Intermediate,42
20879,1,Beginner,79
43918,4,Advanced,2
71970,18,Beginner,87
72513,17,Intermediate,38
32752,2,Advanced,23
32752,12,Beginner,87
32752,8,Advanced,9
5220,17,Advanced,24
5220,16,Beginner,21
4373,9,Intermediate,30
40867,4,Intermediate,86
40867,15,Intermediate,28
40867,11,Advanced,78
84836,5,Intermediate,76
84836,3,Beginner,95
84836,7,Advanced,51
79322,2,Advanced,70
79322,16,Advanced,72
79322,7,Intermediate,92
90428,2,Intermediate,9
46017,1,Beginner,94
46017,10,Beginner,35
46017,19,Intermediate,43
80809,18,Advanced,33
80809,8,Intermediate,46
80809,15,Intermediate,80
20028,15,Intermediate,55
20028,19,Intermediate,50
20028,13,Beginner,77
2073,10,Beginner,13
2073,12,Advanced,51
47350,17,Beginner,42
47350,3,Advanced,38
31926,11,Intermediate,77
31926,8,Beginner,44
31926,6,Intermediate,82
92572,19,Intermediate,7
92572,9,Beginner,37
92572,14,Intermediate,78
77917,18,Intermediate,63
77917,10,Advanced,94
77917,13,Beginner,2
16982,1,Advanced,2
5078,8,Beginner,51
5078,6,Intermediate,63
5078,20,Advanced,75
12951,1,Advanced,43
12951,10,Advanced,33
81506,9,Advanced,48
81506,1,Advanced,68
11087,3,Advanced,64
11087,8,Beginner,88
30021,17,Intermediate,11
30021,18,Beginner,86
30021,16,Beginner,13
74263,18,Advanced,62
74263,11,Intermediate,42
22857,7,Beginner,9
22857,12,Intermediate,59
75538,11,Advanced,62
32064,13,Intermediate,79
32064,14,Intermediate,50
95567,6,Beginner,17
95567,17,Intermediate,6
22155,9,Intermediate,81
22155,11,Intermediate,78
68632,12,Intermediate,96
68632,17,Intermediate,62
68632,5,Advanced,45
22878,19,Advanced,48
22878,16,Intermediate,76
22878,6,Intermediate,4
32965,2,Advanced,85
32965,15,Beginner,11
4696,16,Intermediate,93
61715,6,Intermediate,54
61715,14,Advanced,87
39923,15,Advanced,63
73020,9,Beginner,42
25026,10,Intermediate,97
25026,5,Intermediate,87
25026,7,Beginner,47
21937,20,Advanced,30
21937,3,Beginner,8
21937,11,Advanced,30
99762,15,Advanced,94
84750,6,Advanced,9
84750,3,Beginner,2
84750,7,Advanced,4
66827,5,Beginner,61
66827,12,Beginner,61
71719,14,Intermediate,49
71719,7,Advanced,27
71719,20,Intermediate,64
47203,20,Advanced,35
55511,5,Advanced,48
41577,11,Beginner,53
23290,13,Advanced,32
23290,7,Intermediate,73
23290,15,Beginner,83
50043,8,Intermediate,70
50043,13,Beginner,7
50043,18,Advanced,59
31431,5,Advanced,95
31431,1,Intermediate,3
12942,12,Intermediate,79
12942,7,Beginner,4
12942,2,Intermediate,82
20004,15,Advanced,87
2254,2,Advanced,61
2254,11,Intermediate,86
46318,8,Beginner,13
13307,18,Intermediate,83
13307,1,Beginner,65
5976,4,Beginner,67
5976,10,Beginner,34
5976,11,Intermediate,61
52512,3,Advanced,37
61445,16,Advanced,12
61445,7,Beginner,78
61445,11,Beginner,67
4179,4,Advanced,44
4179,13,Intermediate,11
4179,14,Beginner,94
66052,11,Advanced,80
66052,1,Advanced,29
66052,7,Advanced,74
28513,14,Advanced,53
28513,11,Intermediate,80
73820,4,Advanced,94
73820,18,Intermediate,93
73820,1,Intermediate,47
62536,3,Intermediate,92
62536,9,Beginner,84
80951,6,Advanced,82
80951,11,Intermediate,89
91902,18,Beginner,18
31649,16,Intermediate,17
31649,12,Advanced,58
92602,6,Advanced,24
92602,7,Advanced,73
57476,12,Advanced,3
24892,6,Advanced,85
24892,17,Intermediate,67
24892,11,Beginner,96
52535,14,Advanced,8
73086,12,Intermediate,21
32238,5,Beginner,70
32238,13,Beginner,12
35166,17,Beginner,85
35166,3,Beginner,0
2206,19,Intermediate,29
2206,18,Intermediate,0
2206,16,Advanced,82
87928,6,Advanced,94
5155,1,Beginner,16
16753,18,Beginner,73
3109,6,Beginner,22
3109,17,Advanced,76
73568,17,Intermediate,15
73568,13,Advanced,57
73568,14,Beginner,43
39038,14,Intermediate,14
39038,3,Beginner,9
89406,16,Advanced,46
89406,7,Intermediate,59
58956,6,Advanced,88
92622,5,Advanced,37
86162,3,Beginner,24
86162,6,Intermediate,58
96553,16,Beginner,84
96553,8,Beginner,54
27749,13,Advanced,22
27749,5,Beginner,52
64681,3,Intermediate,61
64681,2,Beginner,4
66715,2,Intermediate,41
89859,17,Advanced,5
89859,1,Advanced,93
89859,8,Intermediate,21
75631,9,Advanced,29
75631,20,Beginner,31
75631,14,Advanced,16
71901,11,Intermediate,65
71901,16,Advanced,54
95688,13,Intermediate,98
95688,15,Intermediate,5
95688,20,Beginner,98
84720,10,Beginner,13
64621,19,Advanced,86
35086,8,Advanced,39
35086,9,Advanced,50
35086,2,Advanced,26
14062,3,Advanced,27
73497,16,Intermediate,19
73497,18,Beginner,70
73497,20,Beginner,11
53541,13,Advanced,22
53541,19,Intermediate,31
89717,10,Advanced,74
89717,3,Advanced,80
89717,11,Intermediate,54
85700,19,Intermediate,23
50489,12,Advanced,73
50489,14,Beginner,3
36237,12,Beginner,99
36237,3,Advanced,61
37842,15,Intermediate,39
37842,2,Intermediate,23
17441,13,Beginner,87
56800,18,Beginner,72
81765,16,Intermediate,39
81765,11,Advanced,86
34327,8,Intermediate,100
34327,7,Advanced,93
87525,6,Advanced,33
87525,3,Advanced,88
87525,13,Advanced,11
73097,16,Advanced,31
73097,11,Intermediate,95
49962,11,Intermediate,55
49962,4,Beginner,90
49962,3,Beginner,54
81882,6,Intermediate,86
81882,11,Beginner,51
52880,2,Intermediate,9
52880,14,Advanced,84
81160,1,Advanced,78
81160,9,Advanced,45
81160,8,Intermediate,18
32483,4,Beginner,18
93342,17,Intermediate,80
93342,18,Intermediate,7
16927,6,Advanced,14
16927,18,Beginner,0
92088,16,Advanced,5
92088,19,Advanced,36
2425,16,Intermediate,65
2425,8,Intermediate,37
2425,15,Beginner,78
23189,14,Intermediate,65
23189,16,Beginner,70
88898,12,Advanced,11
98533,1,Beginner,72
37351,14,Intermediate,86
37351,17,Intermediate,0
70405,17,Beginner,12
24405,2,Beginner,62
65508,1,Intermediate,41
65508,4,Beginner,71
65508,7,Intermediate,51
62980,8,Advanced,6
62980,6,Intermediate,89
43928,4,Intermediate,43
43928,11,Beginner,53
75055,16,Intermediate,55
88673,19,Intermediate,55
15527,20,Beginner,89
15527,7,Advanced,31
20016,15,Beginner,96
7650,13,Advanced,69
7650,3,Beginner,1
87656,1,Intermediate,96
87656,9,Beginner,75
87830,18,Advanced,3
87830,14,Advanced,81
87830,1,Beginner,4
64037,1,Advanced,64
64037,15,Intermediate,87
37115,6,Beginner,1
93580,2,Beginner,96
93580,7,Intermediate,19
93580,1,Beginner,76
55663,19,Beginner,58
55663,15,Advanced,39
55663,4,Advanced,26
85248,12,Advanced,12
85248,18,Intermediate,97
85248,13,Intermediate,84
85129,7,Beginner,71
85129,16,Beginner,67
4086,2,Intermediate,16
12507,15,Advanced,77
26231,9,Advanced,0
26231,20,Advanced,82
26231,6,Beginner,66
27035,18,Intermediate,18
27035,6,Intermediate,89
27035,1,Beginner,51
72476,16,Beginner,88
51310,1,Beginner,22
51310,16,Advanced,20
51310,8,Intermediate,97
23003,15,Advanced,86
66335,8,Advanced,5
66335,3,Intermediate,18
99258,11,Beginner,3
99258,4,Beginner,5
8596,7,Advanced,48
8596,4,Beginner,47
75252,10,Advanced,50
75488,5,Beginner,44
75488,14,Beginner,89
75488,3,Advanced,7
8974,9,Intermediate,70
88152,6,Advanced,43
88152,18,Beginner,42
71658,16,Beginner,91
37989,13,Advanced,24
37989,8,Advanced,29
35347,2,Beginner,100
35347,19,Advanced,97
69547,2,Intermediate,48
69547,11,Intermediate,85
2589,3,Intermediate,0
35178,8,Beginner,49
95965,4,Advanced,21
14352,14,Intermediate,97
14352,1,Beginner,82
14352,7,Beginner,55
48495,19,Intermediate,63
48495,10,Advanced,76
48495,9,Intermediate,33
58685,7,Advanced,97
58685,13,Advanced,61
36624,6,Advanced,12
6595,5,Beginner,54
6595,14,Beginner,43
6595,20,Beginner,80
42999,14,Beginner,7
42139,11,Beginner,1
51360,13,Beginner,4
51360,16,Intermediate,6
51360,14,Intermediate,99
73958,17,Intermediate,91
73958,4,Beginner,15
73958,5,Advanced,62
71592,11,Intermediate,92
71592,1,Intermediate,13
5124,10,Advanced,21
5124,7,Advanced,0
38395,1,Beginner,15
38395,11,Advanced,9
87723,15,Advanced,96
87723,11,Beginner,95
87723,19,Intermediate,62
24036,17,Advanced,81
54828,15,Advanced,77
54828,13,Beginner,5
78270,4,Intermediate,67
81573,19,Intermediate,35
44608,4,Intermediate,32
44608,5,Beginner,100
44608,19,Beginner,44
27109,6,Beginner,78
13614,4,Advanced,4
91609,9,Beginner,17
91609,1,Intermediate,68
91609,2,Beginner,97
38981,19,Intermediate,3
38981,14,Beginner,82
38981,9,Advanced,40
9858,11,Intermediate,31
21050,6,Intermediate,32
43140,1,Advanced,11
43140,14,Advanced,68
27745,16,Intermediate,3
61292,11,Advanced,11
61292,10,Intermediate,46
61292,19,Advanced,96
95952,15,Beginner,89
61270,16,Advanced,19
97232,15,Beginner,73
25897,9,Advanced,32
99616,12,Beginner,36
99616,10,Intermediate,96
44840,9,Intermediate,0
44840,1,Intermediate,2
8705,13,Beginner,84
71065,18,Advanced,74
71065,2,Beginner,20
48244,4,Intermediate,55
48244,13,Advanced,8
48244,2,Advanced,54
81946,15,Beginner,34
81946,6,Beginner,38
81946,9,Intermediate,72
91805,10,Intermediate,70
91805,20,Intermediate,39
91805,3,Advanced,25
85499,15,Advanced,56
85499,14,Advanced,15
85499,19,Intermediate,20
64308,4,Beginner,1
24480,3,Intermediate,4
5046,8,Intermediate,42
5046,19,Intermediate,76
20247,11,Beginner,35
64015,17,Intermediate,37
64015,1,Intermediate,38
64015,4,Advanced,98
65240,11,Intermediate,75
65240,18,Beginner,55
93416,2,Beginner,27
28282,5,Advanced,55
28282,17,Advanced,35
28282,6,Beginner,9
20849,8,Advanced,93
20849,20,Beginner,59
20849,19,Beginner,72
21695,4,Advanced,17
21695,19,Intermediate,96
16128,18,Advanced,11
16128,1,Advanced,33
37672,4,Intermediate,7
37672,5,Intermediate,24
47532,6,Beginner,27
47532,1,Advanced,69
47532,3,Intermediate,3
2777,10,Advanced,87
2777,9,Intermediate,75
2777,13,Intermediate,3
2920,19,Intermediate,56
2920,14,Advanced,76
52573,5,Beginner,86
52573,15,Beginner,75
52573,8,Beginner,14
18441,13,Advanced,26
18441,15,Intermediate,33
18441,9,Beginner,56
54188,13,Intermediate,95
62374,2,Advanced,66
25721,10,Intermediate,1
25721,18,Intermediate,12
11785,4,Beginner,72
11785,5,Beginner,4
14373,19,Advanced,92
13464,19,Intermediate,64
15852,5,Intermediate,59
36236,6,Beginner,10
74068,17,Beginner,48
17927,3,Advanced,23
17927,11,Advanced,26
17927,16,Advanced,5
94737,6,Beginner,46
25009,16,Intermediate,66
25009,11,Advanced,55
39477,8,Beginner,51
39477,2,Intermediate,44
39477,5,Advanced,8
44963,10,Advanced,34
28216,17,Beginner,25
28216,4,Intermediate,69
28216,3,Beginner,100
16547,6,Intermediate,26
16547,19,Beginner,97
16547,3,Intermediate,24
42579,11,Advanced,56
42579,6,Beginner,80
42579,17,Beginner,17
37733,15,Beginner,32
89758,4,Intermediate,23
89758,13,Advanced,94
89758,17,Intermediate,40
44012,2,Intermediate,25
6089,16,Intermediate,61
6089,5,Advanced,88
63575,19,Advanced,85
91261,18,Advanced,15
91261,4,Advanced,76
19649,18,Beginner,42
95280,4,Advanced,61
95280,6,Advanced,36
14795,10,Intermediate,5
14795,9,Intermediate,36
14795,7,Advanced,45
31615,8,Beginner,55
28214,11,Beginner,9
28214,17,Advanced,46
90084,15,Intermediate,18
2582,8,Advanced,78
2582,15,Beginner,16
74258,2,Advanced,6
74258,19,Advanced,17
74258,14,Intermediate,54
8589,15,Beginner,5
28917,15,Beginner,55
28917,12,Advanced,89
50129,14,Intermediate,74
19158,7,Advanced,38
19158,20,Beginner,13
19158,1,Beginner,81
22822,7,Beginner,35
22822,5,Advanced,40
42417,12,Intermediate,24
42417,20,Advanced,61
58258,18,Intermediate,20
58258,16,Advanced,90
58258,10,Intermediate,41
49980,18,Advanced,13
49980,4,Beginner,53
85427,20,Advanced,2
85427,7,Intermediate,66
7307,5,Intermediate,37
7307,10,Advanced,76
7307,18,Beginner,64
32246,10,Advanced,98
32246,8,Intermediate,59
31161,20,Beginner,94
31161,10,Intermediate,35
31161,4,Beginner,77
35685,18,Advanced,98
35685,7,Advanced,77
71293,17,Beginner,50
71293,14,Advanced,67
71293,3,Intermediate,4
14293,18,Beginner,70
14293,15,Intermediate,22
79161,3,Beginner,70
22377,14,Beginner,46
66761,3,Beginner,60
66761,7,Advanced,38
66761,12,Intermediate,98
74964,16,Beginner,81
31692,3,Beginner,71
31692,1,Advanced,30
31692,6,Beginner,89
5619,8,Intermediate,56
34651,19,Advanced,87
78483,18,Advanced,19
5353,7,Beginner,50
5353,6,Intermediate,40
5353,1,Beginner,72
79720,9,Beginner,42
79720,1,Intermediate,86
67297,5,Advanced,52
67297,4,Intermediate,44
67297,2,Beginner,61
2109,9,Advanced,27
2109,1,Advanced,17
72279,5,Beginner,54
32947,4,Advanced,12
9085,9,Advanced,93
9085,11,Beginner,17
9085,3,Advanced,63
94877,3,Intermediate,66
94877,5,Intermediate,14
25688,11,Advanced,36
25688,20,Intermediate,40
90833,19,Intermediate,70
90833,10,Beginner,86
68475,1,Advanced,9
32592,16,Intermediate,14
12973,16,Beginner,16
12973,11,Beginner,87
80823,12,Intermediate,59
80823,7,Beginner,88
80823,6,Beginner,40
51745,13,Intermediate,12
92734,20,Beginner,78
83803,2,Advanced,17
34693,5,Advanced,68
34693,6,Intermediate,82
34693,1,Advanced,31
82291,2,Beginner,6
82291,5,Advanced,31
63219,7,Intermediate,2
63219,13,Advanced,84
97397,1,Beginner,87
2442,17,Beginner,24
2442,6,Intermediate,100
2442,11,Intermediate,64
5379,9,Intermediate,59
5379,13,Intermediate,10
93163,19,Intermediate,2
93163,3,Advanced,99
93163,11,Intermediate,58
81138,15,Advanced,37
3022,4,Intermediate,17
3022,9,Intermediate,97
3022,12,Advanced,53
53708,15,Beginner,61
67515,11,Beginner,58
67515,19,Advanced,29
43243,16,Advanced,89
43243,2,Intermediate,7
43243,6,Intermediate,1
71257,15,Beginner,16
71257,2,Advanced,21
71257,17,Beginner,36
78544,13,Beginner,40
78544,9,Intermediate,51
52656,18,Intermediate,87
97778,6,Beginner,72
97778,4,Advanced,3
39411,13,Beginner,10
16865,4,Intermediate,52
63669,8,Intermediate,44
95667,8,Beginner,21
95667,18,Advanced,88
69444,16,Beginner,14
69444,1,Intermediate,33
69444,15,Advanced,59
31784,13,Intermediate,44
31784,12,Beginner,81
31784,7,Intermediate,87
76658,9,Beginner,88
18753,18,Advanced,85
18753,11,Beginner,82
76751,18,Advanced,90
76751,19,Beginner,59
87538,12,Advanced,84
68737,11,Intermediate,12
53365,13,Beginner,65
40834,14,Intermediate,94
40834,1,Advanced,89
7726,16,Intermediate,53
28510,12,Beginner,76
80143,14,Intermediate,73
80143,11,Beginner,68
80143,15,Beginner,96
35389,7,Beginner,28
35389,20,Intermediate,66
21968,1,Intermediate,67
21968,6,Intermediate,74
21968,11,Beginner,77
63796,15,Intermediate,42
45757,10,Beginner,85
45757,9,Intermediate,99
45757,16,Advanced,5
85986,13,Advanced,71
57264,1,Beginner,94
57264,9,Beginner,97
82501,18,Beginner,20
82501,13,Intermediate,37
82501,8,Advanced,62
55348,17,Beginner,27
55348,1,Beginner,94
1730,3,Advanced,99
1730,10,Intermediate,27
1730,1,Advanced,77
75949,6,Beginner,46
75949,11,Advanced,38
76219,11,Beginner,80
28055,10,Intermediate,76
28055,13,Intermediate,39
59052,12,Beginner,95
59052,7,Intermediate,60
59052,15,Intermediate,100
32919,11,Intermediate,42
32919,16,Beginner,65
6671,3,Intermediate,86
98568,11,Beginner,25
36168,7,Intermediate,56
36168,5,Intermediate,44
59733,1,Intermediate,45
59733,16,Beginner,90
59733,7,Intermediate,75
24531,17,Intermediate,30
84425,18,Intermediate,73
84425,7,Advanced,65
48740,16,Beginner,92
44439,3,Beginner,5
70246,14,Beginner,24
70246,17,Beginner,78
70246,20,Beginner,77
63126,19,Advanced,17
63126,20,Advanced,8
27849,17,Advanced,40
27849,13,Intermediate,41
84158,14,Beginner,13
21057,1,Beginner,36
23595,13,Intermediate,25
23595,11,Beginner,20
42657,6,Intermediate,60
2450,3,Advanced,58
71361,9,Beginner,33
71361,19,Advanced,23
71361,1,Beginner,77
84359,3,Advanced,0
84359,8,Beginner,80
1547,16,Advanced,96
61534,18,Advanced,59
61534,16,Intermediate,20
23127,9,Intermediate,90
30984,6,Intermediate,28
47697,19,Beginner,93
47697,3,Beginner,13
86295,5,Advanced,98
86295,10,Beginner,12
32410,3,Beginner,20
32410,9,Intermediate,37
19732,18,Beginner,66
19732,9,Beginner,20
68634,12,Beginner,91
68634,16,Beginner,41
45586,11,Beginner,7
58875,10,Beginner,95
58875,2,Beginner,85
63211,12,Advanced,91
71618,17,Intermediate,70
22998,19,Advanced,39
82587,5,Beginner,0
82587,13,Beginner,0
23228,16,Intermediate,85
23228,5,Advanced,32
90248,8,Advanced,72
90248,2,Beginner,92
82000,6,Beginner,99
82000,12,Intermediate,97
82000,19,Advanced,21
37432,6,Beginner,12
10834,3,Intermediate,32
10834,19,Advanced,95
10834,18,Intermediate,23
17614,7,Advanced,28
17614,14,Advanced,26
10553,10,Beginner,62
10553,7,Intermediate,86
10553,17,Intermediate,22
68749,4,Intermediate,91
68749,13,Advanced,74
68749,12,Beginner,40
24832,9,Beginner,43
24832,10,Beginner,95
43981,13,Advanced,33
18148,15,Advanced,51
18148,14,Intermediate,89
54346,6,Intermediate,79
45616,5,Beginner,79
19578,7,Beginner,11
65747,8,Intermediate,34
65747,2,Advanced,97
65747,19,Advanced,67
1288,7,Intermediate,25
1288,9,Beginner,52
1288,6,Intermediate,54
84204,20,Intermediate,11
84204,6,Advanced,34
19773,18,Intermediate,5
56034,10,Intermediate,3
56034,14,Beginner,35
56034,15,Intermediate,37
59450,10,Advanced,25
29538,1,Intermediate,47
29538,5,Advanced,4
29538,7,Beginner,40
87682,20,Intermediate,92
87682,8,Beginner,100
71537,17,Beginner,16
89524,4,Intermediate,97
89524,5,Beginner,80
89524,10,Intermediate,93
51821,9,Intermediate,5
51821,8,Beginner,12
51821,19,Intermediate,28
69407,20,Advanced,93
69407,12,Advanced,69
69407,4,Advanced,91
7401,6,Intermediate,38
38831,4,Advanced,7
38831,3,Intermediate,15
38831,7,Beginner,39
4849,7,Advanced,23
78149,1,Beginner,34
78149,9,Advanced,88
78149,18,Beginner,46
58456,14,Intermediate,0
16119,18,Beginner,97
16119,4,Beginner,53
44078,19,Advanced,20
44078,9,Intermediate,83
44078,18,Advanced,78
29495,18,Beginner,66
52046,9,Intermediate,90
52046,4,Beginner,48
52046,10,Beginner,31
1969,3,Intermediate,67
49822,7,Intermediate,90
49822,14,Advanced,71
49822,18,Beginner,85
43204,8,Intermediate,86
43204,5,Advanced,72
43204,19,Beginner,81
37625,20,Advanced,78
40806,1,Advanced,13
15310,20,Intermediate,45
15310,14,Intermediate,39
15310,11,Intermediate,80
96929,16,Intermediate,55
96929,8,Beginner,95
96929,6,Advanced,57
41449,12,Beginner,39
41449,5,Beginner,21
41449,19,Advanced,15
42422,5,Intermediate,52
42422,1,Beginner,19
76567,2,Beginner,68
76567,8,Beginner,44
59339,4,Advanced,44
59339,6,Advanced,44
59339,20,Intermediate,47
67284,19,Advanced,26
86533,10,Advanced,67
86533,7,Advanced,23
86533,15,Advanced,24
76000,4,Intermediate,22
76000,16,Intermediate,73
34483,9,Intermediate,55
34483,15,Intermediate,20
34483,1,Beginner,38
46593,10,Advanced,88
46593,20,Beginner,48
46593,11,Intermediate,28
9368,14,Intermediate,87
9368,11,Beginner,6
5320,11,Intermediate,23
5320,8,Beginner,25
58125,13,Advanced,87
58125,17,Intermediate,20
45918,10,Advanced,91
45918,14,Intermediate,20
67950,11,Intermediate,83
67950,5,Advanced,77
67950,7,Intermediate,56
22273,3,Intermediate,5
72385,14,Intermediate,64
72385,9,Beginner,23
40580,9,Intermediate,38
37749,11,Beginner,43
37749,7,Beginner,55
37749,12,Advanced,3
47969,19,Beginner,15
47969,18,Beginner,58
47969,15,Advanced,95
21694,5,Intermediate,62
21694,16,Intermediate,85
40322,7,Beginner,54
40220,16,Beginner,32
40220,5,Beginner,100
40220,12,Beginner,33
52702,2,Beginner,23
73325,17,Advanced,85
73325,9,Intermediate,11
90029,12,Intermediate,90
90029,5,Beginner,42
90029,18,Intermediate,12
3782,8,Beginner,60
3782,11,Intermediate,70
3782,14,Intermediate,95
80912,3,Beginner,100
80912,7,Advanced,47
32344,7,Beginner,72
32344,20,Advanced,23
53755,1,Advanced,2
53755,5,Intermediate,50
53755,16,Advanced,74
89911,8,Intermediate,67
89911,17,Advanced,53
59742,8,Beginner,22
6610,1,Intermediate,9
12722,15,Advanced,11
40554,10,Beginner,50
40554,6,Intermediate,60
50339,16,Intermediate,55
26198,2,Intermediate,83
26198,6,Advanced,65
80357,11,Beginner,13
34229,11,Beginner,12
88197,2,Intermediate,32
88197,17,Advanced,46
31367,13,Intermediate,45
31367,7,Advanced,24
31367,4,Beginner,100
96035,2,Beginner,93
57751,9,Beginner,14
57751,1,Intermediate,86
98683,17,Advanced,69
98683,18,Advanced,1
26253,12,Intermediate,28
26253,1,Intermediate,30
26253,3,Beginner,54
77734,4,Intermediate,42
23054,3,Advanced,72
23054,17,Beginner,76
23054,9,Intermediate,41
32831,4,Advanced,62
20965,10,Advanced,51
20965,3,Beginner,10
68480,15,Beginner,64
91403,18,Advanced,98
89367,5,Intermediate,86
17868,1,Advanced,47
17868,15,Intermediate,85
24797,18,Beginner,96
24797,4,Beginner,16
24797,11,Advanced,73
80716,15,Intermediate,36
80716,2,Beginner,50
80716,7,Beginner,38
78550,10,Advanced,84
78550,14,Beginner,74
78550,4,Beginner,92
44887,5,Intermediate,19
44887,17,Beginner,17
95635,18,Intermediate,52
95635,15,Beginner,17
35397,11,Beginner,63
35397,14,Beginner,67
35397,19,Advanced,39
89865,16,Beginner,74
89865,5,Intermediate,78
89865,18,Beginner,17
14367,12,Intermediate,34
14367,11,Intermediate,12
14367,15,Beginner,65
32220,8,Intermediate,67
32220,16,Intermediate,48
51268,9,Beginner,57
7142,17,Intermediate,25
59635,11,Advanced,25
38528,2,Beginner,83
38528,8,Intermediate,90
38528,19,Beginner,76
74783,10,Intermediate,83
74783,17,Beginner,67
74783,8,Intermediate,34
33390,20,Advanced,26
96957,5,Beginner,5
96957,19,Advanced,95
76446,8,Beginner,39
76446,12,Beginner,21
35822,20,Intermediate,80
35822,11,Intermediate,46
44626,18,Advanced,72
98812,20,Intermediate,80
62660,5,Intermediate,96
77751,7,Beginner,21
77751,16,Beginner,15
77751,14,Intermediate,21
68739,18,Beginner,91
27950,18,Intermediate,92
27950,15,Intermediate,47
90178,19,Beginner,100
90178,18,Beginner,81
90178,5,Beginner,77
87052,19,Advanced,20
87052,10,Advanced,26
58862,13,Advanced,65
58862,1,Intermediate,18
15193,6,Intermediate,76
15193,15,Advanced,33
19758,20,Intermediate,22
78836,16,Intermediate,39
78836,10,Beginner,14
67331,20,Intermediate,51
67331,10,Advanced,66
41929,4,Advanced,72
94960,20,Beginner,10
94960,6,Intermediate,86
94960,12,Advanced,94
17208,20,Intermediate,35
17208,14,Beginner,26
17208,12,Beginner,75
7515,14,Advanced,20
7515,7,Advanced,9
92717,8,Intermediate,93
92717,4,Beginner,97
53603,14,Beginner,72
53603,2,Advanced,73
53603,10,Advanced,58
80005,7,Intermediate,39
80005,9,Beginner,51
80005,13,Advanced,49
67230,5,Advanced,86
87788,14,Advanced,6
87788,13,Intermediate,34
87788,12,Advanced,82
95808,8,Advanced,20
34388,8,Advanced,70
1199,1,Beginner,95
1199,12,Beginner,57
1199,14,Advanced,66
27564,2,Advanced,72
45572,2,Advanced,52
42552,16,Intermediate,52
42552,12,Intermediate,68
56936,11,Intermediate,47
59186,7,Advanced,57
59186,18,Advanced,19
27971,15,Beginner,47
27971,4,Beginner,85
25209,1,Intermediate,52
25209,7,Advanced,11
25209,6,Intermediate,77
84426,8,Advanced,90
74749,10,Beginner,67
74749,18,Beginner,6
20882,13,Intermediate,7
20882,8,Intermediate,38
37314,4,Advanced,77
37314,11,Beginner,14
72965,4,Beginner,54
72965,16,Beginner,65
35625,14,Intermediate,56
35625,4,Beginner,51
35625,7,Intermediate,61
69927,8,Advanced,44
69927,20,Beginner,47
69927,2,Intermediate,16
92090,11,Advanced,45
92090,3,Intermediate,36
86254,1,Beginner,56
